timestamp,route,selector,label,placeholder,field_type,required,predicted,score,threshold_used,confidence_signals,decision
2025-06-26T02:23:31.958840,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_question_uuid,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.959089,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_question_type,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.959304,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > div.space-y-8.divide-y.divide-gray-200 > div:nth-of-type(4) > div.mt-6.grid.grid-cols-1.gap-y-8.gap-x-4.sm:grid-cols-6:nth-of-type(7) > div.sm:col-span-6 > div.mt-1 > input:nth-of-type(1),,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.959542,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_selected_option_uuids_a045ba82-c4f8-4043-a7b3-d0cadc157440,"Yes, already live near Berkeley",,text,False,linkedin,0.1169,0.6,,reject
2025-06-26T02:23:31.959793,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_selected_option_uuids_5d5b32c4-d6e9-496b-9e91-0cb227787354,"Yes, I am willing to relocate",,text,False,location,0.1283,0.6,,reject
2025-06-26T02:23:31.960045,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_selected_option_uuids_3705e3b9-a562-4403-8ad4-f6570d8e8bf5,No,,text,False,veteran_status,0.3175,0.83,"ambiguous_label,short_label,generic_terms",reject
2025-06-26T02:23:31.960283,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_text,Add note (required),Add note (required),text,False,github,0.1687,0.6,,reject
2025-06-26T02:23:31.960518,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_4_question_uuid,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.960761,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_4_question_type,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.961000,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_4_text,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.961218,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_5_question_uuid,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.961437,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_5_question_type,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.961659,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_5_text,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.961900,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_6_question_uuid,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.962281,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_6_question_type,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.962547,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_6_text,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.962960,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_7_question_uuid,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.963234,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_7_question_type,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.963496,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_7_text,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.963768,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_8_question_uuid,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.964043,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_8_question_type,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.964321,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_8_text,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.964583,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > div.space-y-8.divide-y.divide-gray-200 > div.pt-5:nth-of-type(5) > div.flex.justify-center > input.inline-flex.items-center.px-6.py-3.border.border-transparent.text-base.font-medium.rounded-md.shadow-sm.text-white.bg-indigo-600.hover:bg-indigo-700.focus:outline-none.focus:ring-2.focus:ring-offset-2.focus:ring-indigo-500,,,text,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-26T02:23:31.964869,/classify,#ot-group-id-C0002,Performance Cookies,,text,False,race,0.2355,0.6,,reject
2025-06-26T02:23:31.965154,/classify,#ot-group-id-C0004,Targeting Cookies,,text,False,github,0.2434,0.6,,reject
2025-06-26T02:23:31.965437,/classify,#vendor-search-handler,Cookie list search,Search…,text,False,last_name,0.1905,0.6,,reject
2025-06-26T02:23:31.965709,/classify,#chkbox-id,checkbox label,,text,False,ethnicity,0.1654,0.6,,reject
2025-06-26T02:23:31.965995,/classify,#select-all-hosts-groups-handler,checkbox label,,text,False,ethnicity,0.1654,0.6,,reject
2025-06-26T02:23:31.966262,/classify,#select-all-vendor-groups-handler,checkbox label,,text,False,ethnicity,0.1654,0.6,,reject
2025-06-26T02:23:31.966515,/classify,#select-all-vendor-leg-handler,checkbox label,,text,False,ethnicity,0.1654,0.6,,reject
2025-06-26T02:23:31.977310,/fill,#job_applicant_first_name,first_name,,,,first_name,0.7782,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-26T02:23:31.977324,/fill,#job_applicant_middle_name,last_name,,,,last_name,0.5239,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-26T02:23:31.977329,/fill,#job_applicant_last_name,last_name,,,,last_name,0.7844,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-26T02:23:31.977332,/fill,#job_applicant_email,email,,,,email,1,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-26T02:23:31.977337,/fill,#job_applicant_phone,phone,,,,phone,0.6151,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-26T02:55:21.226074,/classify,html.theme.theme--mercado.app-loader--default.artdeco.osx > body.render-mode-BIGPIPE.nav-v2.ember-application.payment-failure-global-alert-lix-enabled-class.icons-loaded.boot-complete > div.application-outlet:nth-of-type(5) > header.global-nav.global-alert-offset-top.global-nav--visible > div.global-nav__content > div.global-nav__search > div.search-global-typeahead.search-global-typeahead--semantic-rounded-search-box.global-nav__search-typeahead > div.search-global-typeahead__typeahead:nth-of-type(1) > input.basic-input.search-global-typeahead__input.search-global-typeahead__input--nile-background.search-global-typeahead__input--ellipsis,Search,Search,text,False,email,0.387,0.6,,reject
2025-06-26T02:55:21.226348,/classify,#adToggle_ember43,Set alert,,checkbox,False,first_name,0.2025,0.8,,reject
2025-06-26T02:55:21.226591,/classify,#globalfooter-select_language,Select Language,,select-one,False,email,0.2956,0.6,,reject
2025-06-26T02:55:21.226857,/classify,#g-recaptcha-response-100000,,,textarea,False,disability_status,0.4254,0.65,,reject
2025-06-26T02:55:48.518898,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > input:nth-of-type(1),,,hidden,False,disability_status,0.4006,0.9,pattern_match,reject
2025-06-26T02:55:48.519189,/classify,#job_applicant_job_applicant_attribution_attributes_referring_url,,,hidden,False,disability_status,0.4378,0.9,pattern_match,reject
2025-06-26T02:55:48.519434,/classify,#job_applicant_first_name,First name,,text,True,first_name,0.7782,0.45,"pattern_match,pattern_canonical_match,required_field",accept
2025-06-26T02:55:48.519676,/classify,#job_applicant_middle_name,Middle name,,text,False,last_name,0.5239,0.5,"pattern_match,pattern_canonical_match",accept
2025-06-26T02:55:48.519909,/classify,#job_applicant_last_name,Last name,,text,True,last_name,0.7844,0.45,"pattern_match,pattern_canonical_match,required_field",accept
2025-06-26T02:55:48.520150,/classify,#job_applicant_email,Email,,text,True,email,1.0,0.45,"pattern_match,pattern_canonical_match,required_field",accept
2025-06-26T02:55:48.520384,/classify,#job_applicant_phone,Phone (optional),,text,False,phone,0.6151,0.5,"pattern_match,pattern_canonical_match",accept
2025-06-26T02:55:48.520779,/classify,#job_applicant_additional_information,Additional information (optional),,textarea,False,bio,0.1407,0.83,"ambiguous_label,generic_terms",reject
2025-06-26T02:55:48.521054,/classify,#job_applicant_resume,"Upload your resume

PDF, up to 10MB",,file,True,email,0.167,0.55,required_field,reject
2025-06-26T02:55:48.521326,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_0_question_uuid,,,hidden,False,disability_status,0.3978,0.95,,reject
2025-06-26T02:55:48.521625,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_0_question_type,,,hidden,False,veteran_status,0.5554,0.95,,reject
2025-06-26T02:55:48.521887,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_0_text,,,text,True,disability_status,0.4242,0.55,required_field,reject
2025-06-26T02:55:48.522175,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_1_question_uuid,,,hidden,False,disability_status,0.2795,0.95,,reject
2025-06-26T02:55:48.522441,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_1_question_type,,,hidden,False,disability_status,0.5244,0.95,,reject
2025-06-26T02:55:48.522689,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > div.space-y-8.divide-y.divide-gray-200 > div:nth-of-type(4) > div.mt-6.grid.grid-cols-1.gap-y-8.gap-x-4.sm:grid-cols-6:nth-of-type(4) > div.sm:col-span-6 > div.mt-1 > input:nth-of-type(1),,,hidden,False,veteran_status,0.5922,0.95,,reject
2025-06-26T02:55:48.523028,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_1_selected_option_uuids_cc451309-eaf2-42e9-8902-5f7a6cef25e1,Yes,,radio,True,first_name,0.2278,0.8,"required_field,short_label",reject
2025-06-26T02:55:48.523315,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_1_selected_option_uuids_111b1919-d028-4438-8f51-33f3430269fa,No,,radio,True,veteran_status,0.3175,0.95,"required_field,ambiguous_label,short_label,generic_terms",reject
2025-06-26T02:55:48.523589,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_1_text,Add note (optional),Add note (optional),text,False,last_name,0.1543,0.6,,reject
2025-06-26T02:55:48.523855,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_2_question_uuid,,,hidden,False,veteran_status,0.5106,0.95,,reject
2025-06-26T02:55:48.524127,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_2_question_type,,,hidden,False,veteran_status,0.471,0.95,,reject
2025-06-26T02:55:48.524372,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > div.space-y-8.divide-y.divide-gray-200 > div:nth-of-type(4) > div.mt-6.grid.grid-cols-1.gap-y-8.gap-x-4.sm:grid-cols-6:nth-of-type(5) > div.sm:col-span-6 > div.mt-1 > input:nth-of-type(1),,,hidden,False,disability_status,0.5095,0.95,,reject
2025-06-26T02:55:48.524658,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_2_selected_option_uuids_800f3589-3ee0-4eb6-9739-06172208dd8b,Yes,,radio,True,first_name,0.2278,0.8,"required_field,short_label",reject
2025-06-26T02:55:48.524950,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_2_selected_option_uuids_cd12d292-6c78-40e2-91ae-f567f56e8c4b,No,,radio,True,veteran_status,0.3175,0.95,"required_field,ambiguous_label,short_label,generic_terms",reject
2025-06-26T02:55:48.525245,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_2_text,Add note (optional),Add note (optional),text,False,last_name,0.1543,0.6,,reject
2025-06-26T02:55:48.525508,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_question_uuid,,,hidden,False,disability_status,0.4665,0.95,,reject
2025-06-26T02:55:48.525773,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_question_type,,,hidden,False,veteran_status,0.4945,0.95,,reject
2025-06-26T02:55:48.526027,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > div.space-y-8.divide-y.divide-gray-200 > div:nth-of-type(4) > div.mt-6.grid.grid-cols-1.gap-y-8.gap-x-4.sm:grid-cols-6:nth-of-type(7) > div.sm:col-span-6 > div.mt-1 > input:nth-of-type(1),,,hidden,False,disability_status,0.3677,0.95,,reject
2025-06-26T02:55:48.526338,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_selected_option_uuids_a045ba82-c4f8-4043-a7b3-d0cadc157440,"Yes, already live near Berkeley",,radio,True,linkedin,0.1169,0.75,required_field,reject
2025-06-26T02:55:48.526627,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_selected_option_uuids_5d5b32c4-d6e9-496b-9e91-0cb227787354,"Yes, I am willing to relocate",,radio,True,location,0.1283,0.75,required_field,reject
2025-06-26T02:55:48.526926,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_selected_option_uuids_3705e3b9-a562-4403-8ad4-f6570d8e8bf5,No,,radio,True,veteran_status,0.3175,0.95,"required_field,ambiguous_label,short_label,generic_terms",reject
2025-06-26T02:55:48.527211,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_3_text,Add note (required),Add note (required),text,True,github,0.1687,0.55,required_field,reject
2025-06-26T02:55:48.527485,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_4_question_uuid,,,hidden,False,veteran_status,0.5413,0.95,,reject
2025-06-26T02:55:48.527761,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_4_question_type,,,hidden,False,disability_status,0.4952,0.95,,reject
2025-06-26T02:55:48.528044,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_4_text,,,text,True,disability_status,0.4707,0.55,required_field,reject
2025-06-26T02:55:48.528309,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_5_question_uuid,,,hidden,False,veteran_status,0.5512,0.95,,reject
2025-06-26T02:55:48.528577,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_5_question_type,,,hidden,False,disability_status,0.4671,0.95,,reject
2025-06-26T02:55:48.528855,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_5_text,,,text,True,veteran_status,0.4802,0.55,required_field,reject
2025-06-26T02:55:48.529133,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_6_question_uuid,,,hidden,False,veteran_status,0.4586,0.95,,reject
2025-06-26T02:55:48.529413,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_6_question_type,,,hidden,False,veteran_status,0.526,0.95,,reject
2025-06-26T02:55:48.529678,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_6_text,,,text,True,disability_status,0.4746,0.55,required_field,reject
2025-06-26T02:55:48.529978,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_7_question_uuid,,,hidden,False,veteran_status,0.5178,0.95,,reject
2025-06-26T02:55:48.530456,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_7_question_type,,,hidden,False,veteran_status,0.4812,0.95,,reject
2025-06-26T02:55:48.530715,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_7_text,,,text,True,disability_status,0.4632,0.55,required_field,reject
2025-06-26T02:55:48.530994,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_8_question_uuid,,,hidden,False,disability_status,0.4927,0.95,,reject
2025-06-26T02:55:48.531278,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_8_question_type,,,hidden,False,disability_status,0.4197,0.95,,reject
2025-06-26T02:55:48.531558,/classify,#job_applicant_custom_form_response_attributes_answers_attributes_8_text,,,text,True,veteran_status,0.5133,0.55,required_field,reject
2025-06-26T02:55:48.531775,/classify,html > body.bg-gray-100 > div.max-w-6xl.mx-auto.lg:px-8.lg:py-12.px-6.py-6:nth-of-type(1) > form.space-y-8 > div.space-y-8.divide-y.divide-gray-200 > div.pt-5:nth-of-type(5) > div.flex.justify-center > input.inline-flex.items-center.px-6.py-3.border.border-transparent.text-base.font-medium.rounded-md.shadow-sm.text-white.bg-indigo-600.hover:bg-indigo-700.focus:outline-none.focus:ring-2.focus:ring-offset-2.focus:ring-indigo-500,,,submit,False,github,0.3903,0.6,,reject
2025-06-26T02:55:48.532014,/classify,#ot-group-id-C0002,Performance Cookies,,checkbox,False,race,0.2355,0.8,,reject
2025-06-26T02:55:48.532263,/classify,#ot-group-id-C0004,Targeting Cookies,,checkbox,False,github,0.2434,0.8,,reject
2025-06-26T02:55:48.532525,/classify,#vendor-search-handler,Cookie list search,Search…,text,False,last_name,0.1905,0.55,pattern_match,reject
2025-06-26T02:55:48.532749,/classify,#chkbox-id,checkbox label,,checkbox,False,ethnicity,0.1654,0.8,,reject
2025-06-26T02:55:48.532999,/classify,#select-all-hosts-groups-handler,checkbox label,,checkbox,False,ethnicity,0.1654,0.8,,reject
2025-06-26T02:55:48.533236,/classify,#select-all-vendor-groups-handler,checkbox label,,checkbox,False,ethnicity,0.1654,0.75,pattern_match,reject
2025-06-26T02:55:48.533487,/classify,#select-all-vendor-leg-handler,checkbox label,,checkbox,False,ethnicity,0.1654,0.75,pattern_match,reject
2025-06-26T02:55:48.544044,/fill,#job_applicant_first_name,first_name,,,,first_name,0.7782,0.45,"pattern_match,pattern_canonical_match,required_field",filled
2025-06-26T02:55:48.544051,/fill,#job_applicant_middle_name,last_name,,,,last_name,0.5239,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-26T02:55:48.544055,/fill,#job_applicant_last_name,last_name,,,,last_name,0.7844,0.45,"pattern_match,pattern_canonical_match,required_field",filled
2025-06-26T02:55:48.544058,/fill,#job_applicant_email,email,,,,email,1,0.45,"pattern_match,pattern_canonical_match,required_field",filled
2025-06-26T02:55:48.544061,/fill,#job_applicant_phone,phone,,,,phone,0.6151,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-27T08:16:57.747621,/classify,#form-input--name,Full Name*,Jane Doe,text,False,last_name,0.5894,0.5,"pattern_match,pattern_canonical_match",accept
2025-06-27T08:16:57.747874,/classify,#form-input--email,Email*,mail@website.com,email,False,email,1.0,0.6,"pattern_match,pattern_canonical_match,multiple_patterns",accept
2025-06-27T08:16:57.748130,/classify,#form-input--password,"Set a Password*
Create a password to protect and access your account",min 8 characters,password,False,race,0.0227,0.95,,reject
2025-06-27T08:16:57.748382,/classify,#form-input--passwordConfirmation,Confirm Password*,repeat password,password,False,email,0.293,0.95,,reject
2025-06-27T08:16:57.748619,/classify,#downshift-0-input,e.g. San Francisco,e.g. San Francisco,text,False,veteran_status,0.2381,0.6,,reject
2025-06-27T08:16:57.748854,/classify,#form-input--remote--true,I'm open to work remotely,,checkbox,False,github,0.1298,0.75,pattern_match,reject
2025-06-27T08:16:57.749085,/classify,#react-select-form-input--yearsOfExperience-input,,,text,False,disability_status,0.4913,0.6,,reject
2025-06-27T08:16:57.749309,/classify,html.Modal__open > body.route--CompanyProfileJobDetailLegacyInternal.Modal__open > div.ReactModalPortal:nth-of-type(8) > div.ReactModal__Overlay.ReactModal__Overlay--after-open.styles_overlay__eGk_F > div.ReactModal__Content.ReactModal__Content--after-open.styles_component__EYg1W.w-full.!max-w-[1200px] > div.styles_motionContainer__0bu1f > div.flex.flex-col-reverse.items-stretch.lg:flex-row > div.flex.flex-1.flex-col.p-6.px-12.py-6.text-md:nth-of-type(2) > form.mb-4 > div.mt-3.grid.grid-cols-2.gap-6:nth-of-type(6) > div:nth-of-type(1) > label.block.mb-6.!mb-0 > div.styles_component__nLxRq.!h-[50px].css-2b097c-container:nth-of-type(2) > input,,,hidden,False,veteran_status,0.5421,0.95,,reject
2025-06-27T08:16:57.749558,/classify,#form-input--desiredSalary,Desired Salary*,enter amount in null,number,False,email,0.2585,0.73,"pattern_match,generic_terms",reject
2025-06-27T08:16:57.749788,/classify,#form-input--usAuthorized--true,Yes,,radio,False,first_name,0.2278,0.85,short_label,reject
2025-06-27T08:16:57.750018,/classify,#form-input--usAuthorized--false,No,,radio,False,veteran_status,0.3175,0.95,"ambiguous_label,short_label,generic_terms",reject
2025-06-27T08:16:57.750252,/classify,#form-input--requireSponsorship--true,Yes,,radio,False,first_name,0.2278,0.85,short_label,reject
2025-06-27T08:16:57.750505,/classify,#form-input--requireSponsorship--false,No,,radio,False,veteran_status,0.3175,0.95,"ambiguous_label,short_label,generic_terms",reject
2025-06-27T08:16:57.750779,/classify,#form-input--userNote,"Your hiring contact is Adrian Russo
Let them know why you are a good fit.",Write a note to Adrian Russo at Swish Analytics,textarea,False,linkedin,0.2078,0.65,,reject
2025-06-27T08:16:57.750997,/classify,html.Modal__open > body.route--CompanyProfileJobDetailLegacyInternal.Modal__open > div.ReactModalPortal:nth-of-type(8) > div.ReactModal__Overlay.ReactModal__Overlay--after-open.styles_overlay__eGk_F > div.ReactModal__Content.ReactModal__Content--after-open.styles_component__EYg1W.w-full.!max-w-[1200px] > div.styles_motionContainer__0bu1f > div.flex.flex-col-reverse.items-stretch.lg:flex-row > div.flex.flex-1.flex-col.p-6.px-12.py-6.text-md:nth-of-type(2) > form.mb-4 > div.styles_component__7SKhr.mb-6.styles_dropzoneChrome__fFDu4:nth-of-type(9) > input,,,file,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
2025-06-27T08:16:57.759266,/fill,#form-input--name,last_name,,,,last_name,0.5894,0.5,"pattern_match,pattern_canonical_match",filled
2025-06-27T08:16:57.759276,/fill,#form-input--email,email,,,,email,1,0.6,"pattern_match,pattern_canonical_match,multiple_patterns",filled
2025-06-29T18:43:07.948831,/classify,#google_browser_key,,,hidden,False,disability_status,0.4148,0.95,,reject
2025-06-29T18:43:07.949187,/classify,#google_client_id,,,hidden,False,veteran_status,0.5008,0.95,,reject
2025-06-29T18:45:25.351815,/classify,html > body > div:nth-of-type(1) > div._container_ud4nd_29:nth-of-type(2) > div._content_ud4nd_71._details_14ib5_422:nth-of-type(2) > div.ashby-job-posting-right-pane:nth-of-type(2) > div > div._autofillPane_14ib5_453.ashby-application-form-autofill-pane._container_101oc_29:nth-of-type(1) > div._root_xd2v0_1.ashby-application-form-autofill-input-root > input,,,file,False,bio,0.3876,0.75,"ambiguous_label,short_label",reject
